chromosome1	x1	x2	chromosome2	y1	y2	color	observed	loopId	FDR	EnrichmentScore	P2LL	distance	counts_X	counts_Y	density	-log10(binomal_p-value)	-log10(poisson_p-value)	-log10(hypergeometric_p-value)	-log10(poisson_p-value_peak_x)	-log10(poisson_p-value_peak_y)
chr1	183655647	183656069	chr1	183685030	183687018	"0,255,255"	5	chr1-chr1-6323	0.0	5.0	5.0	30166.0	185	140	0.12204051027294044	300.0	300.0	11.079060429538853	117.7957558156269	75.88000038216342
chr1	27415983	27417341	chr1	27604838	27607603	"0,255,255"	6	chr1-chr1-6324	0.0	6.0	6.0	189558.5	222	629	0.0856029967764598	300.0	300.0	9.265773329906171	126.1708121611584	223.86286699253253
chr1	172002193	172004366	chr1	172428141	172430737	"0,255,255"	6	chr1-chr1-6325	0.0	6.0	6.0	426159.5	169	181	0.07400737171510668	300.0	300.0	13.232935906405428	104.02174533081754	118.00847725695418
chr1	33430438	33432438	chr1	33470252	33471317	"0,255,255"	5	chr1-chr1-6326	0.0	5.0	5.0	39346.5	71	303	0.09596007496175742	300.0	300.0	11.50288015003894	21.97365217526546	219.80700829891043
chr1	224116241	224116750	chr1	224457316	224459211	"0,255,255"	5	chr1-chr1-6327	0.0	5.0	5.0	341768.0	133	227	0.12234510389259004	300.0	300.0	10.744369952495274	77.95802600483637	157.18639610935358
chr1	178542594	178543190	chr1	178772175	178774555	"0,255,255"	5	chr1-chr1-6328	0.0	5.0	5.0	230473.0	476	113	0.09882984870893363	300.0	300.0	9.491260289635644	300.0	32.463685968196614
chr1	58739746	58741188	chr1	58768464	58769841	"0,255,255"	6	chr1-chr1-6329	0.0	6.0	6.0	28685.5	255	87	0.1252008356542546	300.0	300.0	14.094920711116243	162.5343852362114	34.621240354784916
chr1	181038345	181040046	chr1	181166740	181166991	"0,255,255"	5	chr1-chr1-6330	0.0	5.0	5.0	127670.0	188	192	0.15067501524476765	300.0	300.0	10.351581355416783	83.60905440758296	105.99744158427428
chr1	50367163	50368837	chr1	50603908	50605869	"0,255,255"	6	chr1-chr1-6331	0.0	6.0	6.0	236888.5	269	97	0.09709522853076859	300.0	300.0	13.663623896111265	197.60999099936762	50.89788780703196
chr1	15790982	15792880	chr1	15993820	15994679	"0,255,255"	5	chr1-chr1-6332	0.0	5.0	5.0	202318.5	269	70	0.10668031547253772	300.0	300.0	11.794306118788704	194.39921414856252	20.154760767346243
chr1	3649959	3653644	chr1	3673224	3674740	"0,255,255"	8	chr1-chr1-6333	0.0	8.0	8.0	22180.5	208	101	0.09048033216928636	300.0	300.0	19.822938446339005	49.223466603845914	13.197763127916394
chr1	53485559	53487580	chr1	53754575	53755019	"0,255,255"	5	chr1-chr1-6334	0.0	5.0	5.0	268227.5	205	80	0.1193174968591426	300.0	300.0	12.090871358530828	125.60432541110471	60.82855800568083
chr1	206737766	206739987	chr1	206772465	206775060	"0,255,255"	8	chr1-chr1-6335	0.0	8.0	8.0	34886.0	245	110	0.09771349825840082	300.0	300.0	18.939524815243875	41.70121257523063	7.176862446636372
chr1	151692344	151693293	chr1	151836166	151837412	"0,255,255"	5	chr1-chr1-6336	0.0	5.0	5.0	143970.5	87	222	0.13399436435434464	300.0	300.0	11.73018852815861	44.69251388724006	125.49204296145061
chr1	18913252	18913513	chr1	18972112	18973798	"0,255,255"	5	chr1-chr1-6337	0.0	5.0	5.0	59572.5	154	94	0.15106195673229916	300.0	300.0	12.360212357457879	92.58329018035104	30.01343737622453
chr1	70323658	70326213	chr1	70509717	70510343	"0,255,255"	5	chr1-chr1-6338	0.0	5.0	5.0	185094.5	52	152	0.09246074497258298	300.0	300.0	13.712231714733193	11.783706026923321	103.87224735116705
chr1	83931828	83933558	chr1	84433687	84434449	"0,255,255"	5	chr1-chr1-6339	0.0	5.0	5.0	501375.0	145	180	0.11802473104245041	300.0	300.0	11.061972504968521	82.82405479517652	122.66488368569948
chr1	902853	905931	chr1	937910	938410	"0,255,255"	6	chr1-chr1-6340	0.0	6.0	6.0	33768.0	188	31	0.09864202227762543	300.0	300.0	17.73104955717256	112.76772302099289	12.49309045056728
chr1	116573589	116575110	chr1	116817139	116819361	"0,255,255"	5	chr1-chr1-6341	0.0	5.0	5.0	243900.5	380	249	0.078578046956395	300.0	300.0	8.254933296839372	201.62497998145602	152.83621010550922
chr1	206738733	206740071	chr1	206766167	206766696	"0,255,255"	5	chr1-chr1-6342	0.0	5.0	5.0	27029.5	178	34	0.15753488471225843	300.0	300.0	14.335022451096842	20.58639714928182	10.574713104053462
chr1	37602298	37604652	chr1	37675365	37678543	"0,255,255"	8	chr1-chr1-6343	0.02	8.0	8.0	73479.0	190	145	0.08506655958287389	300.0	300.0	18.850118170973488	98.9192981770942	11.95844445644379
chr1	161226128	161228058	chr1	161381155	161383987	"0,255,255"	8	chr1-chr1-6344	0.0	8.0	8.0	155478.0	286	195	0.0988215471676729	300.0	300.0	16.36231860912496	157.9450755766018	91.5222043468632
chr1	18927979	18929091	chr1	18950076	18951644	"0,255,255"	5	chr1-chr1-6345	0.0	5.0	5.0	22325.0	46	74	0.10974538423798003	300.0	300.0	15.583258924229073	8.034163711785414	7.476806933518576
chr1	86380427	86381456	chr1	86474217	86475493	"0,255,255"	5	chr1-chr1-6346	0.0	5.0	5.0	93913.5	179	61	0.12759983937431085	300.0	300.0	12.993784992127692	116.671614472018	24.873284588062095
chr1	45520588	45522631	chr1	45550723	45552795	"0,255,255"	8	chr1-chr1-6347	0.0	8.0	8.0	30149.5	116	88	0.11435922420715879	300.0	300.0	22.394849497153828	26.064428563154927	22.980807700356067
chr1	1959937	1961801	chr1	2043160	2048350	"0,255,255"	9	chr1-chr1-6348	0.0	9.0	9.0	84886.0	94	246	0.0750512806299994	300.0	300.0	22.33449617159348	50.04706950860052	123.27475808584994
chr1	156689242	156691050	chr1	156860249	156861029	"0,255,255"	5	chr1-chr1-6349	0.0	5.0	5.0	170493.0	352	139	0.1136466884690056	300.0	300.0	9.691776403910316	254.61337323739392	55.64029575810653
chr1	13699058	13704773	chr1	13730128	13732129	"0,255,255"	11	chr1-chr1-6350	0.0	11.0	11.0	29213.0	246	109	0.08385935529641399	300.0	300.0	27.432782495373793	71.30536896889222	23.452307777070946
chr1	207578309	207579542	chr1	207619920	207622121	"0,255,255"	6	chr1-chr1-6351	0.0	6.0	6.0	42095.0	65	68	0.10277843788856837	300.0	300.0	18.394301534195428	36.037141456097146	24.354736802650894
chr1	45014417	45014686	chr1	45226354	45231329	"0,255,255"	7	chr1-chr1-6352	0.0	7.0	7.0	214290.0	187	69	0.07852110634265848	300.0	300.0	18.52428624299538	93.42070997515965	8.13854225994333
chr1	89692924	89695536	chr1	89762970	89764202	"0,255,255"	5	chr1-chr1-6353	0.0	5.0	5.0	69356.0	91	422	0.07651343125852926	300.0	300.0	10.230255040023474	24.946330619734567	300.0
chr1	27101252	27102955	chr1	27295301	27298231	"0,255,255"	6	chr1-chr1-6354	0.0	6.0	6.0	194662.5	305	148	0.07617983071645668	300.0	300.0	12.212948161080714	108.2428005340123	5.278721293889967
chr1	91511409	91513330	chr1	91885312	91887844	"0,255,255"	6	chr1-chr1-6355	0.0	6.0	3.0	374208.5	148	159	0.07925918610135724	300.0	300.0	13.925472565024855	55.92688958511885	34.55794935115242
chr1	31663681	31665814	chr1	31713948	31717453	"0,255,255"	8	chr1-chr1-6356	0.0	8.0	8.0	50953.0	340	159	0.08346722376950308	300.0	300.0	16.47773732428433	214.32803403280522	39.78999362876692
chr1	173254018	173255594	chr1	173414229	173416475	"0,255,255"	6	chr1-chr1-6357	0.0	6.0	6.0	160546.0	139	128	0.09234462472771947	300.0	300.0	14.66590067570945	51.837444080428554	5.033945808825589
chr1	58782453	58785378	chr1	59045256	59045763	"0,255,255"	5	chr1-chr1-6358	0.0	5.0	5.0	261594.0	513	51	0.08569861006928511	300.0	300.0	11.098149035259572	300.0	9.969804735213318
chr1	93079559	93081165	chr1	93179358	93181095	"0,255,255"	5	chr1-chr1-6359	0.0	5.0	5.0	99864.5	170	96	0.08798014650247876	300.0	300.0	12.096555314751814	105.80946955176614	40.202979571679194
chr1	101356334	101358154	chr1	101434749	101439151	"0,255,255"	10	chr1-chr1-6360	0.0	10.0	10.0	79706.0	311	523	0.09454118603593266	300.0	300.0	16.598214362503235	201.70753735873194	300.0
chr1	205140140	205142292	chr1	205255671	205257125	"0,255,255"	6	chr1-chr1-6361	0.0	6.0	6.0	115182.0	166	321	0.09787608311407205	300.0	300.0	11.776533564775091	114.98894426660236	241.9466918092725
chr1	109642413	109643593	chr1	109704174	109704971	"0,255,255"	5	chr1-chr1-6362	0.0	5.0	5.0	61569.5	198	22	0.14876966603833408	300.0	300.0	15.124824207931397	84.98131429516091	7.609439312775151
chr1	32711354	32712346	chr1	32872662	32873077	"0,255,255"	5	chr1-chr1-6363	0.0	5.0	5.0	161019.5	128	131	0.20903882711996197	300.0	300.0	12.033994240801068	47.77431378841157	68.64954350821515
chr1	10507541	10508121	chr1	10865623	10867697	"0,255,255"	5	chr1-chr1-6364	0.0	5.0	5.0	358829.0	171	274	0.11082050857490072	300.0	300.0	9.782993523438426	94.922644511231	184.59757085685692
chr1	32520208	32520970	chr1	32620050	32621556	"0,255,255"	7	chr1-chr1-6365	0.0	7.0	7.0	100214.0	240	61	0.18155409244307807	300.0	300.0	18.148265252061385	185.33112439483727	9.862733896714087
chr1	202007847	202010523	chr1	202133479	202135411	"0,255,255"	7	chr1-chr1-6366	0.0	7.0	7.0	125260.0	226	126	0.0893586548743275	300.0	300.0	16.049859521376643	126.90914051132127	54.697607206461775
chr1	234597836	234601219	chr1	235083292	235083860	"0,255,255"	7	chr1-chr1-6367	0.0	7.0	7.0	484048.5	325	281	0.10421783894226806	300.0	300.0	12.468237124214742	68.78511472971567	146.52098164818156
chr1	16082528	16083531	chr1	16153216	16156759	"0,255,255"	6	chr1-chr1-6368	0.0	6.0	6.0	71958.0	104	70	0.07763773772752833	300.0	300.0	17.052366601492757	8.98644936258606	10.788557245340721
chr1	160992947	160994815	chr1	161139204	161140058	"0,255,255"	6	chr1-chr1-6369	0.0	6.0	6.0	145750.0	115	111	0.12966243780651865	300.0	300.0	15.548123396519523	19.61185546918122	65.61949316768252
chr1	156454611	156458124	chr1	156583410	156585030	"0,255,255"	8	chr1-chr1-6370	0.0	8.0	8.0	127852.5	329	307	0.09167898063753328	300.0	300.0	14.280644857171946	75.36423006685246	206.39911292976873
chr1	167600193	167600537	chr1	167637403	167639065	"0,255,255"	5	chr1-chr1-6371	0.0	5.0	5.0	37869.0	191	113	0.14661895800487862	300.0	300.0	11.48088654308227	116.29257138261774	24.716742447492393
chr1	84502013	84507849	chr1	84619391	84622290	"0,255,255"	12	chr1-chr1-6372	0.0	12.0	12.0	115909.5	182	474	0.08081079695691902	300.0	300.0	24.105788788597987	63.945046638991485	300.0
chr1	162613059	162614926	chr1	162799989	162800518	"0,255,255"	5	chr1-chr1-6373	0.0	5.0	5.0	186261.0	208	26	0.1227536017353032	300.0	300.0	14.619409715357794	156.9326786245413	14.272684390885033
chr1	24963543	24965121	chr1	25019474	25020398	"0,255,255"	5	chr1-chr1-6374	0.0	5.0	5.0	55604.0	213	100	0.11755300949551817	300.0	300.0	11.512230990428375	58.3144259894862	17.629152221357383
chr1	46300657	46305372	chr1	46332115	46335741	"0,255,255"	11	chr1-chr1-6375	0.0	11.0	11.0	30913.5	329	211	0.07757568462619953	300.0	300.0	22.762134632659617	180.35499542340227	32.979982324843164
chr1	24391439	24392670	chr1	24633604	24635512	"0,255,255"	6	chr1-chr1-6376	0.0	6.0	6.0	242503.5	489	148	0.1124374500507626	300.0	300.0	10.980896036890972	278.2745609568712	72.30234514701742
chr1	178542698	178543930	chr1	178725136	178725871	"0,255,255"	5	chr1-chr1-6377	0.0	5.0	5.0	182189.5	538	43	0.14952599377620054	300.0	300.0	11.381168947977317	300.0	10.077059468772974
chr1	111507551	111508437	chr1	111745819	111748153	"0,255,255"	6	chr1-chr1-6378	0.0	6.0	6.0	238992.0	306	204	0.10960905456811917	300.0	300.0	11.359756766987294	166.79357396354112	60.34709680681734
chr1	50368595	50370721	chr1	50703261	50705204	"0,255,255"	6	chr1-chr1-6379	0.0	6.0	6.0	334574.5	283	105	0.08673904047907195	300.0	300.0	13.319205972644696	206.39564520993588	58.54418339778029
chr1	159890512	159892111	chr1	160007283	160008580	"0,255,255"	5	chr1-chr1-6380	0.0	5.0	5.0	116620.0	408	255	0.10155995502685997	300.0	300.0	8.04974470528906	300.0	151.94187242104073
chr1	16187565	16189554	chr1	16363316	16363630	"0,255,255"	5	chr1-chr1-6381	0.0	5.0	5.0	174913.5	326	117	0.1277106512191865	300.0	300.0	10.237155995402707	217.4431232814137	67.86260266517955
chr1	42576862	42578987	chr1	42731134	42732101	"0,255,255"	5	chr1-chr1-6382	0.0	5.0	5.0	153693.0	225	56	0.09512213122826213	300.0	300.0	12.684849754763741	163.5981995579967	23.31328488599209
chr1	44785892	44786667	chr1	45010428	45014666	"0,255,255"	7	chr1-chr1-6383	0.0	7.0	7.0	226267.5	140	442	0.08213937395988452	300.0	300.0	13.670466678077508	82.5810344986618	196.8683671188725
chr1	175189052	175193293	chr1	175225292	175225985	"0,255,255"	8	chr1-chr1-6384	0.0	8.0	8.0	34466.0	184	45	0.09537661281160487	300.0	300.0	23.225794760604337	40.449357032786594	22.25371073660101
chr1	234597496	234598604	chr1	234843219	234844923	"0,255,255"	5	chr1-chr1-6385	0.0	5.0	5.0	246021.0	185	143	0.10459375169195821	300.0	300.0	11.032478444467719	76.1862683615163	28.36253254482791
chr1	66282402	66283308	chr1	66334434	66336837	"0,255,255"	6	chr1-chr1-6386	0.0	6.0	3.0	52780.5	82	137	0.1066609718069942	300.0	300.0	15.892920108039904	23.76304058506215	21.21339734824308
chr1	23772061	23779092	chr1	23916878	23917280	"0,255,255"	10	chr1-chr1-6387	0.0	10.0	10.0	141502.5	299	316	0.07913833707999099	300.0	300.0	18.96831927727846	27.71219184901513	216.03831566244074
chr1	155176744	155177888	chr1	155207035	155208796	"0,255,255"	6	chr1-chr1-6388	0.0	6.0	6.0	30599.5	84	128	0.1214943737381562	300.0	300.0	16.008547559911058	24.191164041859754	69.58529170135427
chr1	234879258	234882227	chr1	234925130	234928445	"0,255,255"	9	chr1-chr1-6389	0.0	9.0	9.0	46045.0	174	244	0.08424757058625329	300.0	300.0	19.884502658748158	33.81225007105298	76.82880046770144
chr1	39575348	39578017	chr1	39596952	39600318	"0,255,255"	9	chr1-chr1-6390	0.0	9.0	9.0	21952.5	116	113	0.08772356811334146	300.0	300.0	24.59530257866657	37.87960980005263	5.765922262797382
chr1	154404944	154410024	chr1	154438739	154442805	"0,255,255"	13	chr1-chr1-6391	0.0	13.0	13.0	33288.0	391	137	0.08361095969497538	300.0	300.0	29.28834247356071	208.85134576689626	36.746733122015385
chr1	200558903	200561077	chr1	200619801	200622694	"0,255,255"	6	chr1-chr1-6392	0.0	6.0	6.0	61257.5	126	284	0.06965485607052374	300.0	300.0	12.825551722711678	57.70532924245604	112.34101929195425
chr1	93628311	93632109	chr1	93844242	93846290	"0,255,255"	8	chr1-chr1-6393	0.0	8.0	8.0	215056.0	472	184	0.08049746965659568	300.0	300.0	14.817488593329543	287.64564896615434	83.19907551140048
chr1	209076452	209077248	chr1	209207735	209211682	"0,255,255"	7	chr1-chr1-6394	0.0	7.0	7.0	132858.5	164	122	0.08681523965020052	300.0	300.0	17.138944940990346	132.50850248254537	18.787732722772617
chr1	145845610	145846761	chr1	145910244	145912118	"0,255,255"	5	chr1-chr1-6395	0.0	5.0	5.0	64995.5	161	46	0.09722896851497073	300.0	300.0	13.863415019500652	88.55249953693483	6.699959886412345
chr1	205657751	205659319	chr1	205917395	205920525	"0,255,255"	5	chr1-chr1-6396	0.0	5.0	5.0	260425.0	516	276	0.06260485946313038	300.0	300.0	7.37297909032284	289.8721719151948	182.19048434117119
chr1	24694247	24695028	chr1	24743934	24746401	"0,255,255"	5	chr1-chr1-6397	0.0	5.0	2.5	50530.0	48	187	0.09055345743774214	300.0	300.0	13.438223865253185	12.015096400947126	50.4853418782014
chr1	24962163	24965996	chr1	25022451	25023433	"0,255,255"	7	chr1-chr1-6398	0.0	7.0	7.0	58862.5	397	143	0.08551706784234704	300.0	300.0	13.932235195131689	124.88857272364886	37.450690759788756
chr1	10960858	10962644	chr1	10985652	10987672	"0,255,255"	5	chr1-chr1-6399	0.0	5.0	5.0	24911.0	137	71	0.07727735936883513	300.0	300.0	13.241644048603858	47.33347448989238	20.242870485244417
chr1	88972319	88974031	chr1	89454244	89455408	"0,255,255"	5	chr1-chr1-6400	0.0	5.0	5.0	481651.0	148	174	0.10226621340674079	300.0	300.0	11.091270913237246	89.67097262712683	128.13445169211602
chr1	207578876	207579773	chr1	207672016	207675271	"0,255,255"	7	chr1-chr1-6401	0.0	7.0	7.0	94319.0	71	164	0.09917261119000507	300.0	300.0	18.839183079303588	50.57190452546453	86.39180804113107
chr1	156726593	156728067	chr1	156750275	156752422	"0,255,255"	5	chr1-chr1-6402	0.0	5.0	5.0	24018.5	187	93	0.08122552603087171	300.0	300.0	11.95790631887289	64.29927147688225	25.874043547451418
chr1	109276282	109277724	chr1	109532128	109533020	"0,255,255"	5	chr1-chr1-6403	0.0	5.0	5.0	255571.0	167	475	0.12601440863658375	300.0	300.0	8.640696114166733	70.15294228720143	300.0
chr1	151196277	151198008	chr1	151251826	151254744	"0,255,255"	7	chr1-chr1-6404	0.0	7.0	7.0	56142.5	110	138	0.08857059188231901	300.0	300.0	17.996641956007085	43.105008280187185	69.58520213367977
chr1	32248192	32250441	chr1	32291277	32292351	"0,255,255"	6	chr1-chr1-6405	0.0	6.0	6.0	42497.5	236	83	0.10621160268111458	300.0	300.0	14.42462103812854	72.14552473834496	27.964499033200212
chr1	150071717	150073552	chr1	150149353	150152183	"0,255,255"	6	chr1-chr1-6406	0.0	6.0	6.0	78133.5	187	128	0.07565726810489684	300.0	300.0	13.88199764800919	80.98519217067957	22.23054357478208
chr1	32933350	32934341	chr1	33055166	33057066	"0,255,255"	5	chr1-chr1-6407	0.0	5.0	5.0	122270.5	221	145	0.10173560351358925	300.0	300.0	10.613135560662043	147.9372984241332	90.94645242705117
chr1	50872301	50874928	chr1	51044205	51047182	"0,255,255"	8	chr1-chr1-6408	0.0	8.0	8.0	172079.0	326	143	0.08397362733983912	300.0	300.0	17.000978981575468	287.44619621115066	38.53251301324305
chr1	200625442	200625559	chr1	200669094	200670537	"0,255,255"	5	chr1-chr1-6409	0.0	5.0	5.0	44315.0	30	92	0.18853694215242722	300.0	300.0	16.081535413400086	12.32418098611142	45.726225418035675
chr1	160192910	160193269	chr1	160283081	160286265	"0,255,255"	6	chr1-chr1-6410	0.0	6.0	6.0	91583.5	215	81	0.09961647070543149	300.0	300.0	14.735314159234576	94.62890192861528	10.539671786353685
chr1	212920641	212923893	chr1	212995293	212996688	"0,255,255"	5	chr1-chr1-6411	0.0	5.0	5.0	73723.5	112	264	0.06329193668125382	300.0	300.0	10.793050795776415	21.856789161897897	188.31010951800894
chr1	25046248	25047625	chr1	25101122	25102898	"0,255,255"	5	chr1-chr1-6412	0.0	5.0	5.0	55073.5	40	274	0.0932818362695168	300.0	300.0	13.01691548687887	6.1588544857055485	135.22925387494135
chr1	66281955	66283741	chr1	66444393	66446832	"0,255,255"	5	chr1-chr1-6413	0.0	5.0	5.0	162764.5	131	567	0.06961364017935776	300.0	300.0	8.788066560105417	42.083385290464314	300.0
chr1	113855933	113859943	chr1	113904120	113907197	"0,255,255"	9	chr1-chr1-6414	0.0	9.0	9.0	47720.5	149	330	0.0747018108598865	300.0	300.0	19.310755374517495	28.62998612130243	217.62413219619776
chr1	212161652	212164234	chr1	212288392	212291921	"0,255,255"	8	chr1-chr1-6415	0.0	8.0	8.0	127213.5	100	208	0.07700674318646021	300.0	300.0	19.85872828597473	32.868582235597636	69.26816280426934
chr1	117066042	117068464	chr1	117127241	117128799	"0,255,255"	6	chr1-chr1-6416	0.0	6.0	6.0	60767.0	143	82	0.0886786823390311	300.0	300.0	15.779285122219902	32.01815616040542	27.456207688821546
chr1	225997148	226002491	chr1	226061053	226063037	"0,255,255"	7	chr1-chr1-6417	0.0	7.0	7.0	62225.5	169	99	0.05619826418191635	300.0	300.0	17.698362697773288	11.862197784928853	17.883052293986694
chr1	179120915	179122797	chr1	179192420	179198367	"0,255,255"	10	chr1-chr1-6418	0.0	10.0	10.0	73537.5	182	155	0.0751354271957559	300.0	300.0	24.3115992197838	102.57822303149541	45.24406305592887
chr1	109111590	109114580	chr1	109193752	109194175	"0,255,255"	5	chr1-chr1-6419	0.0	5.0	5.0	80878.5	284	107	0.086175689937822	300.0	300.0	10.734511454629185	163.13788766135255	65.01273679767952
chr1	109776839	109778139	chr1	109816477	109817721	"0,255,255"	5	chr1-chr1-6420	0.0	5.0	5.0	39610.0	391	64	0.11561227584818651	300.0	300.0	11.179058218489315	169.16958837879722	16.782985134450502
chr1	109922020	109923636	chr1	109983633	109984933	"0,255,255"	5	chr1-chr1-6421	0.0	5.0	5.0	61455.0	63	435	0.10086338469059893	300.0	300.0	10.982185173380449	16.67765656939717	299.1487399678515
chr1	173255269	173257685	chr1	173420348	173420707	"0,255,255"	5	chr1-chr1-6422	0.0	5.0	5.0	164050.5	205	164	0.10598833504785099	300.0	300.0	10.507320178656647	101.58955639319727	89.40729927219566
chr1	203288963	203290744	chr1	203324482	203327935	"0,255,255"	9	chr1-chr1-6423	0.0	9.0	9.0	36355.0	162	300	0.1011485925800565	300.0	300.0	19.3523122931103	52.800996878651915	26.156531341450847
chr1	200622439	200625521	chr1	200738498	200740760	"0,255,255"	6	chr1-chr1-6424	0.0	6.0	6.0	115649.0	278	96	0.06604437793962271	300.0	300.0	13.60493258104549	101.18835463247255	34.69608131486121
chr1	173431297	173433513	chr1	173474530	173477857	"0,255,255"	7	chr1-chr1-6425	0.0	7.0	7.0	43788.5	295	119	0.07428552799222463	300.0	300.0	15.409923782440794	136.8324792474452	46.46461639894204
chr1	15323748	15325628	chr1	15500255	15501678	"0,255,255"	5	chr1-chr1-6426	0.0	5.0	5.0	176278.5	184	55	0.08904560392303557	300.0	300.0	13.16613992225254	72.9892831297006	20.3361007240601
chr1	193182982	193185125	chr1	193336919	193338625	"0,255,255"	6	chr1-chr1-6427	0.0	6.0	6.0	153718.5	111	64	0.09169684481926313	300.0	300.0	17.12123854215167	50.978044347844275	27.382262417172882
chr1	184805812	184806687	chr1	184866946	184869576	"0,255,255"	5	chr1-chr1-6428	0.0	5.0	5.0	62011.5	226	95	0.08391373174259244	300.0	300.0	11.496167895794724	93.99190450764044	28.114064385615418
chr1	24845872	24850075	chr1	25204868	25205128	"0,255,255"	8	chr1-chr1-6429	0.0	8.0	8.0	357024.5	511	101	0.10544212583743186	300.0	300.0	16.671659200040466	193.81436055352327	61.723969773757254
chr1	206737606	206740827	chr1	206782836	206784768	"0,255,255"	7	chr1-chr1-6430	0.0	7.0	7.0	44585.5	284	93	0.07990775890954804	300.0	300.0	16.296455946740213	34.66935411937279	11.634185884922932
chr1	33218754	33220576	chr1	33295579	33297697	"0,255,255"	5	chr1-chr1-6431	0.0	5.0	5.0	76973.0	55	206	0.07464914460857523	300.0	300.0	12.918583153324748	19.445093131829225	86.43072932157861
chr1	92927987	92931344	chr1	92960398	92960990	"0,255,255"	5	chr1-chr1-6432	0.0	5.0	5.0	31028.5	68	204	0.07447901487915586	300.0	300.0	12.463929381899257	6.956771411983957	104.64937222960339
chr1	221708194	221709361	chr1	221741218	221743948	"0,255,255"	5	chr1-chr1-6433	0.0	5.0	5.0	33805.5	59	388	0.07547283288626802	300.0	300.0	11.378081301147352	8.111293805517638	171.59716894534503
chr1	151300019	151301213	chr1	151340775	151342392	"0,255,255"	6	chr1-chr1-6434	0.0	6.0	6.0	40967.5	149	124	0.12555715251132826	300.0	300.0	14.566216558551565	91.04101875978124	44.76681484477829
chr1	214213212	214214329	chr1	214326998	214329290	"0,255,255"	6	chr1-chr1-6435	0.0	6.0	6.0	114373.5	103	276	0.10353216653251503	300.0	300.0	13.436134268556838	64.10151745493995	106.60117167372003
chr1	203290079	203291367	chr1	203338945	203341290	"0,255,255"	6	chr1-chr1-6436	0.0	6.0	6.0	49394.5	92	496	0.09714868034939272	300.0	300.0	12.204012245231027	17.336473247314235	220.4918207792991
chr1	12039899	12040557	chr1	12063999	12067799	"0,255,255"	7	chr1-chr1-6437	0.0	7.0	7.0	25671.0	55	198	0.09236533908947984	300.0	300.0	19.07291139478596	17.9453404984487	8.073032574599006
chr1	39098622	39099623	chr1	39191638	39194203	"0,255,255"	5	chr1-chr1-6438	0.02	5.0	5.0	93798.0	215	439	0.0824783033532772	300.0	300.0	8.261498556677385	66.85668224483207	253.83813152735388
chr1	26275209	26277441	chr1	26390796	26392347	"0,255,255"	5	chr1-chr1-6439	0.0	5.0	5.0	115246.5	231	125	0.07774719264017618	300.0	300.0	10.842656502155755	39.41422833315346	63.06605035391138
chr1	201086078	201087903	chr1	201114272	201115374	"0,255,255"	5	chr1-chr1-6440	0.0	5.0	5.0	27832.5	64	119	0.10048432858140981	300.0	300.0	13.784366692450009	18.223875392643656	44.05637117130537
chr1	50929957	50930370	chr1	50966466	50970136	"0,255,255"	5	chr1-chr1-6441	0.0	5.0	5.0	38137.5	34	195	0.07203468767028814	300.0	300.0	14.134899717301744	5.69452950870601	57.10238522740108
chr1	200558259	200561171	chr1	201041788	201043137	"0,255,255"	5	chr1-chr1-6442	0.0	5.0	5.0	482747.5	149	305	0.06902549395864503	300.0	300.0	9.851159584349988	67.36228484242112	172.1102727127378
chr1	12146123	12149214	chr1	12207983	12210159	"0,255,255"	9	chr1-chr1-6443	0.0	9.0	9.0	61402.5	147	522	0.1005148535340831	300.0	300.0	17.561335773316852	14.329693557285061	300.0
chr1	202570680	202572320	chr1	202598040	202600412	"0,255,255"	5	chr1-chr1-6444	0.0	5.0	5.0	27726.0	239	177	0.07330947900243931	300.0	300.0	10.005340808223888	126.47139967795361	101.9286035256734
chr1	165826710	165829065	chr1	165913728	165914328	"0,255,255"	5	chr1-chr1-6445	0.0	5.0	5.0	86140.5	172	195	0.09953219281143366	300.0	300.0	10.512326344338259	108.63622249957771	94.62124337712949
chr1	107430739	107431056	chr1	107475364	107477396	"0,255,255"	5	chr1-chr1-6446	0.0	5.0	5.0	45482.5	125	53	0.12520971892626076	300.0	300.0	14.099913178353615	82.07147433514179	11.004664483317914
chr1	150362733	150365770	chr1	150429855	150430137	"0,255,255"	7	chr1-chr1-6447	0.0	7.0	7.0	65744.5	105	24	0.12406287486016904	300.0	300.0	23.809717942326177	41.176615358180335	12.450730338736378
chr1	246497210	246498411	chr1	246696651	246699373	"0,255,255"	6	chr1-chr1-6448	0.0	6.0	6.0	200201.5	155	202	0.08996715669368947	300.0	300.0	13.17213576186333	63.2566480295836	65.44843327319269
chr1	109281427	109284112	chr1	109397590	109399627	"0,255,255"	7	chr1-chr1-6449	0.0	7.0	7.0	115839.0	119	327	0.08720133029667537	300.0	300.0	15.094632229662887	22.202278752353116	205.18134297535622
chr1	150560690	150563327	chr1	150611569	150614340	"0,255,255"	8	chr1-chr1-6450	0.0	8.0	8.0	50946.0	507	106	0.08701705022419719	300.0	300.0	16.525822581813486	236.10625752437693	16.222067360906998
chr1	92460448	92462212	chr1	92599329	92600304	"0,255,255"	6	chr1-chr1-6451	0.0	6.0	6.0	138486.5	116	110	0.12885766911622626	300.0	300.0	15.549190600016525	54.36116374912372	56.401645426959604
