Promoter	PromoterTarget	directEnhancer	indirectEnhancer	directPromoter	indirectPromoter	directEnhancerHub	indirectEnhancerHub
chr1:203625505-203625896|Promoter	chr1:203626561-203744081|+|ATP2B4	chr1:203621686-203621846|Enhancer					
chr1:204527594-204527801|Promoter	chr1:204528845-204529692|-|AL512306.1	chr1:204525330-204525396|Enhancer					
chr1:204828843-204828856|Promoter	chr1:204828654-205022822|+|NFASC	chr1:204797624-204797628|Enhancer					
chr1:20507613-20508564|Promoter	chr1:20499448-20508151|-|MUL1	chr1:20496077-20497807|Enhancer					
chr1:205237184-205238162|Promoter	chr1:205233821-205236867|-|AC093422.2	chr1:205229606-205230428|Enhancer					
chr1:205593733-205593870|Promoter	chr1:205595041-205595147|+|RNU6-418P	chr1:205599527-205600555|Enhancer	chr1:205598404-205598645|Enhancer,chr1:205615066-205616820|Enhancer		chr1:205629512-205631321|Promoter		chr1:205615066-205616820|Enhancer
chr1:205629512-205631321|Promoter	chr1:205607943-205631962|-|ELK4	chr1:205599527-205600555|Enhancer	chr1:205598404-205598645|Enhancer,chr1:205615066-205616820|Enhancer		chr1:205593733-205593870|Promoter		chr1:205615066-205616820|Enhancer
chr1:205775443-205775570|Promoter	chr1:205767986-205775482|-|RAB29,chr1:205775559-205783623|+|AC119673.1	chr1:205772731-205773067|Enhancer					
chr1:206472154-206472339|Promoter	chr1:206470476-206496889|+|IKBKE			chr1:206475274-206475558|Promoter			
chr1:206475274-206475558|Promoter	chr1:206474803-206474864|+|MIR6769B			chr1:206472154-206472339|Promoter			
chr1:206611815-206612702|Promoter	chr1:206591642-206612465|-|EIF2D	chr1:206589908-206590518|Enhancer	chr1:206552047-206552136|Enhancer,chr1:206573069-206573439|Enhancer,chr1:206578275-206578364|Enhancer,chr1:206570165-206570867|Enhancer				chr1:206570165-206570867|Enhancer
chr1:206694964-206695152|Promoter	chr1:206695837-206696269|-|AL591846.1			chr1:206696590-206696633|Promoter			
chr1:206696590-206696633|Promoter	chr1:206695837-206696269|-|AL591846.1			chr1:206694964-206695152|Promoter			
chr1:206798734-206798946|Promoter	chr1:206798870-206842981|+|IL19	chr1:206803148-206803571|Enhancer	chr1:206804421-206804615|Enhancer				
chr1:207416095-207416371|Promoter	chr1:207401691-207416236|-|AL391597.1	chr1:207413672-207413718|Enhancer					
chr1:208610278-208611408|Promoter	chr1:208607100-208612192|-|LINC01735	chr1:208605522-208606442|Enhancer					
chr1:209651328-209651538|Promoter	chr1:209614870-209652425|-|LAMB3	chr1:209649386-209649583|Enhancer					
chr1:209723042-209723045|Promoter	chr1:209661366-209724125|-|HSD11B1-AS1	chr1:209720977-209720978|Enhancer					
chr1:209723579-209725171|Promoter	chr1:209661366-209724125|-|HSD11B1-AS1	chr1:209735625-209736962|Enhancer,chr1:209718042-209718773|Enhancer				chr1:209718042-209718773|Enhancer	
chr1:211381437-211381693|Promoter	chr1:211382803-211435333|+|LINC00467	chr1:211379009-211379062|Enhancer					
chr1:211935575-211935845|Promoter	chr1:211936249-211936634|+|AC092814.1	chr1:211939959-211940156|Enhancer					
chr1:212560979-212561081|Promoter	chr1:212557833-212559731|-|AC092803.2	chr1:212596224-212596477|Enhancer					
chr1:212566710-212567340|Promoter	chr1:212565334-212620775|+|ATF3	chr1:212562813-212563420|Enhancer					
chr1:212700786-212702609|Promoter	chr1:212686417-212699840|-|BATF3	chr1:212712424-212713709|Enhancer	chr1:212721134-212722129|Enhancer,chr1:212727055-212727919|Enhancer				chr1:212721134-212722129|Enhancer
chr1:212791763-212791923|Promoter	chr1:212791828-212816830|+|TATDN3,chr1:212726153-212791782|-|NSL1	chr1:212788686-212788998|Enhancer					
chr1:213985095-213986198|Promoter	chr1:213983793-213986419|-|AC011700.1	chr1:213984034-213984184|Enhancer					
chr1:215566030-215566961|Promoter	chr1:215567304-215621807|+|KCTD3	chr1:215560861-215560971|Enhancer					
chr1:218284780-218284781|Promoter	chr1:218285293-218337983|+|RRP15	chr1:78634533-78634535|Enhancer					
chr1:218343286-218345173|Promoter	chr1:218345336-218444619|+|TGFB2	chr1:218351192-218352310|Enhancer					
chr1:221838541-221840626|Promoter	chr1:221827666-221840666|-|LINC01655	chr1:221794338-221795192|Enhancer	chr1:221795498-221795790|Enhancer				
chr1:223703141-223703215|Promoter	chr1:223701593-223776018|+|CAPN2	chr1:223726502-223726958|Enhancer	chr1:223724362-223724652|Enhancer				
chr1:224356055-224357580|Promoter	chr1:224356858-224379452|+|CNIH4	chr1:224372792-224373562|Enhancer	chr1:224381689-224382356|Enhancer,chr1:224377621-224377943|Enhancer,chr1:224375107-224375413|Enhancer				chr1:224377621-224377943|Enhancer
chr1:225429128-225429456|Promoter	chr1:225401502-225428855|-|LBR	chr1:225425986-225426821|Enhancer					
chr1:225924174-225924874|Promoter	chr1:225919877-225924340|-|PYCR2,chr1:225886696-225924278|-|AL117348.2	chr1:225917613-225917931|Enhancer					
chr1:226062647-226063675|Promoter	chr1:226060712-226061876|-|AL512343.2	chr1:226069765-226070140|Enhancer	chr1:226064909-226065367|Enhancer				
chr1:22651685-22651689|Promoter	chr1:22653189-22661637|+|C1QB	chr1:22649830-22649835|Enhancer					
chr1:226739294-226739852|Promoter	chr1:226631690-226739323|-|ITPKB	chr1:226714326-226714399|Enhancer					
chr1:226869747-226871455|Promoter	chr1:226870616-226896105|+|PSEN2	chr1:226882228-226883235|Enhancer,chr1:226873182-226873806|Enhancer	chr1:226878683-226881843|Enhancer			chr1:226882228-226883235|Enhancer	
chr1:227391965-227391968|Promoter	chr1:227393591-227431035|+|LINC01641	chr1:227389724-227389731|Enhancer					
chr1:227730492-227730613|Promoter	chr1:227728657-227781231|+|SNAP47			chr1:227734693-227735211|Promoter			
chr1:227734693-227735211|Promoter	chr1:227731189-227735411|-|JMJD4			chr1:227730492-227730613|Promoter			
chr1:228080691-228080784|Promoter	chr1:228082660-228099212|+|ARF1		chr1:228091880-228092081|Enhancer	chr1:228084412-228084737|Promoter			
chr1:228084412-228084737|Promoter	chr1:228082660-228099212|+|ARF1	chr1:228091880-228092081|Enhancer		chr1:228080691-228080784|Promoter			
chr1:228121041-228121398|Promoter	chr1:228121523-228123771|+|AL359510.2	chr1:228118476-228118694|Enhancer					
chr1:228404322-228405402|Promoter	chr1:228393673-228406835|-|TRIM11			chr1:228406984-228407053|Promoter			
chr1:228406984-228407053|Promoter	chr1:228393673-228406835|-|TRIM11			chr1:228404322-228405402|Promoter			
chr1:229439231-229440164|Promoter	chr1:229440284-229441020|-|AL160004.1			chr1:229441024-229441286|Promoter			
chr1:229441024-229441286|Promoter	chr1:229440284-229441020|-|AL160004.1			chr1:229439231-229440164|Promoter			
chr1:231612000-231612336|Promoter	chr1:231591292-231612090|-|LINC00582			chr1:231613889-231613978|Promoter			
chr1:231613889-231613978|Promoter	chr1:231591292-231612090|-|LINC00582			chr1:231612000-231612336|Promoter			
chr1:234480470-234480977|Promoter	chr1:234391313-234479179|-|TARBP1	chr1:234483957-234484437|Enhancer					
chr1:234604977-234605431|Promoter	chr1:234607008-234609483|+|AL160408.2	chr1:234602678-234603224|Enhancer		chr1:234608149-234608519|Promoter			
chr1:234608149-234608519|Promoter	chr1:234604269-234609525|-|IRF2BP2		chr1:234602678-234603224|Enhancer	chr1:234604977-234605431|Promoter			
chr1:234723102-234723486|Promoter	chr1:234724042-234736720|+|LINC01132			chr1:234725197-234725337|Promoter			
chr1:234725197-234725337|Promoter	chr1:234724042-234736720|+|LINC01132			chr1:234723102-234723486|Promoter			
chr1:234933518-234933837|Promoter	chr1:234811052-234932653|-|AL391832.4	chr1:234925981-234929870|Enhancer					
chr1:234955537-234956102|Promoter	chr1:234957231-234959989|+|AL391832.1	chr1:234961927-234963343|Enhancer					
chr1:235102758-235102759|Promoter	chr1:235104180-235104609|-|AL732292.2	chr1:235101552-235101557|Enhancer					
chr1:236604270-236604826|Promoter	chr1:236549005-236604516|-|HEATR1	chr1:236609329-236609783|Enhancer					
chr1:239730403-239730902|Promoter	chr1:239703381-239730465|-|CHRM3-AS2	chr1:239722321-239722634|Enhancer					
chr1:24199261-24199689|Promoter	chr1:24200240-24211693|+|AL590683.1	chr1:24194713-24195656|Enhancer	chr1:24193202-24193270|Enhancer,chr1:24191998-24192263|Enhancer				chr1:24191998-24192263|Enhancer
chr1:24416722-24417735|Promoter	chr1:24415802-24472976|+|NIPAL3	chr1:24421095-24421650|Enhancer					
chr1:244729498-244729623|Promoter	chr1:244729898-244730962|-|AL451007.3	chr1:244727268-244728017|Enhancer					
chr1:244834853-244835080|Promoter	chr1:244835616-244845057|+|COX20	chr1:244832469-244832696|Enhancer					
chr1:244864560-244864669|Promoter	chr1:244850297-244864560|-|HNRNPU	chr1:244801153-244801453|Enhancer					
chr1:245152875-245153459|Promoter	chr1:245154985-245709432|+|KIF26B			chr1:245154274-245154539|Promoter			
chr1:245154274-245154539|Promoter	chr1:245154985-245709432|+|KIF26B			chr1:245152875-245153459|Promoter			
chr1:24535233-24535429|Promoter	chr1:24496270-24535400|-|RCAN3AS	chr1:24539947-24540146|Enhancer					
chr1:246687720-246688668|Promoter	chr1:246690047-246691821|+|AL591848.2			chr1:246689461-246689916|Promoter			
chr1:246689461-246689916|Promoter	chr1:246690047-246691821|+|AL591848.2			chr1:246687720-246688668|Promoter			
chr1:247488510-247488513|Promoter	chr1:247488093-247492415|+|OR2W5	chr1:247480612-247480621|Enhancer					
chr1:24961480-24961532|Promoter	chr1:24961345-24963097|+|AL445471.1			chr1:24964996-24965169|Promoter			
chr1:24964996-24965169|Promoter	chr1:24899511-24965010|-|RUNX3			chr1:24961480-24961532|Promoter			
chr1:26233923-26234020|Promoter	chr1:26234200-26278808|+|CEP85	chr1:26230050-26230156|Enhancer					
chr1:26693253-26693255|Promoter	chr1:26693236-26782104|+|ARID1A	chr1:11051155-11051157|Enhancer					
chr1:27322033-27322348|Promoter	chr1:27322145-27336400|+|TMEM222			chr1:27343703-27344000|Promoter			
chr1:27343703-27344000|Promoter	chr1:27342020-27353932|+|SYTL1			chr1:27322033-27322348|Promoter			
chr1:27633068-27633415|Promoter	chr1:27612064-27635185|-|FGR	chr1:27637131-27637284|Enhancer					
chr1:27912495-27913059|Promoter	chr1:27891524-27914746|-|RPA2			chr1:27913968-27914087|Promoter			
chr1:27913968-27914087|Promoter	chr1:27891524-27914746|-|RPA2			chr1:27912495-27913059|Promoter			
chr1:28033009-28033011|Promoter	chr1:28031884-28032180|-|RN7SL559P	chr1:28036437-28036438|Enhancer					
chr1:28451748-28452503|Promoter	chr1:28453541-28453934|+|CR391992.1	chr1:28455770-28456542|Enhancer					
chr1:28578069-28578759|Promoter	chr1:28578749-28578822|-|SNORD99	chr1:28571753-28572283|Enhancer					
chr1:28649060-28649289|Promoter	chr1:28648600-28648730|+|AL360012.1	chr1:28653961-28654238|Enhancer					
chr1:28668633-28668701|Promoter	chr1:28668732-28719353|+|GMEB1	chr1:28666280-28666340|Enhancer					
chr1:28877266-28877593|Promoter	chr1:28870483-28877336|-|AL009181.1			chr1:28878446-28879222|Promoter			
chr1:28878446-28879222|Promoter	chr1:28870483-28877336|-|AL009181.1			chr1:28877266-28877593|Promoter			
chr1:30758621-30759026|Promoter	chr1:30732469-30757774|-|LAPTM5	chr1:30749065-30749243|Enhancer					
chr1:31036811-31037151|Promoter	chr1:31036734-31037240|+|AL356320.2	chr1:31010211-31010543|Enhancer	chr1:31019082-31019833|Enhancer,chr1:31013310-31013456|Enhancer	chr1:31038473-31038668|Promoter			chr1:31013310-31013456|Enhancer
chr1:31038473-31038668|Promoter	chr1:31036734-31037240|+|AL356320.2		chr1:31010211-31010543|Enhancer,chr1:31019082-31019833|Enhancer,chr1:31013310-31013456|Enhancer	chr1:31036811-31037151|Promoter			chr1:31010211-31010543|Enhancer
chr1:31932761-31932849|Promoter	chr1:31933020-31933975|+|AL136115.1	chr1:31928949-31928980|Enhancer					
chr1:31933657-31933689|Promoter	chr1:31933020-31933975|+|AL136115.1			chr1:31934721-31934924|Promoter			
chr1:31934721-31934924|Promoter	chr1:31933020-31933975|+|AL136115.1			chr1:31933657-31933689|Promoter			
chr1:32222349-32222924|Promoter	chr1:32222370-32231604|+|EIF3I	chr1:32218496-32218544|Enhancer,chr1:32256641-32256787|Enhancer				chr1:32256641-32256787|Enhancer	
chr1:32649965-32651079|Promoter	chr1:32600172-32650584|-|ZBTB8OS	chr1:32623410-32624063|Enhancer					
chr1:32964259-32965900|Promoter	chr1:32936445-32964685|-|RNF19B	chr1:33023761-33025099|Enhancer,chr1:32968202-32968514|Enhancer			chr1:33036010-33036420|Promoter	chr1:33023761-33025099|Enhancer	
chr1:33036010-33036420|Promoter	chr1:33007940-33036992|-|AK2	chr1:33023761-33025099|Enhancer	chr1:32968202-32968514|Enhancer		chr1:32964259-32965900|Promoter		
chr1:33335300-33336860|Promoter	chr1:33336566-33336864|-|RN7SKP16	chr1:33344578-33345577|Enhancer					
chr1:35555685-35555983|Promoter	chr1:35433492-35557403|-|KIAA0319L			chr1:35556981-35557675|Promoter			
chr1:35556981-35557675|Promoter	chr1:35557473-35566779|+|NCDN,chr1:35433492-35557403|-|KIAA0319L			chr1:35555685-35555983|Promoter			
chr1:36154416-36154723|Promoter	chr1:36155965-36180849|+|MAP7D1			chr1:36155791-36155870|Promoter			
chr1:36155791-36155870|Promoter	chr1:36155965-36180849|+|MAP7D1			chr1:36154416-36154723|Promoter			
chr1:36304318-36305923|Promoter	chr1:36307110-36321230|+|SH3D21	chr1:36299970-36300892|Enhancer	chr1:36285554-36286277|Enhancer,chr1:36298862-36299025|Enhancer	chr1:36385196-36386650|Promoter			chr1:36298862-36299025|Enhancer
chr1:36385196-36386650|Promoter	chr1:36339624-36385896|-|STK40		chr1:36285554-36286277|Enhancer,chr1:36299970-36300892|Enhancer,chr1:36298862-36299025|Enhancer	chr1:36304318-36305923|Promoter			chr1:36299970-36300892|Enhancer
chr1:36464316-36464543|Promoter	chr1:36455718-36464384|-|MRPS15	chr1:36458978-36459204|Enhancer					
chr1:3650018-3650561|Promoter	chr1:3630767-3650103|-|WRAP73	chr1:3660875-3662268|Enhancer					
chr1:37478848-37478851|Promoter	chr1:37480230-37480289|+|MIR6732	chr1:37519642-37519643|Enhancer					
chr1:37802194-37802374|Promoter	chr1:37799720-37800879|-|AL929472.3	chr1:37804341-37804927|Enhancer					
chr1:38012193-38012716|Promoter	chr1:38012734-38024820|+|UTP11	chr1:38027881-38028503|Enhancer	chr1:38009361-38010002|Enhancer				
chr1:38858733-38858877|Promoter	chr1:38838198-38859772|-|RRAGC	chr1:38852616-38853133|Enhancer	chr1:38864267-38865777|Enhancer				
chr1:40041437-40041741|Promoter	chr1:40040233-40072649|+|CAP1	chr1:40034836-40035573|Enhancer					
chr1:40257326-40257677|Promoter	chr1:40256427-40257967|-|AL050341.2		chr1:40260576-40260778|Enhancer	chr1:40264261-40264540|Promoter			
chr1:40264261-40264540|Promoter	chr1:40262672-40262984|-|AL050341.1	chr1:40260576-40260778|Enhancer		chr1:40257326-40257677|Promoter			
chr1:40392821-40392974|Promoter	chr1:40393345-40423324|+|SMAP2			chr1:40394866-40395142|Promoter			
chr1:40394866-40395142|Promoter	chr1:40393345-40423324|+|SMAP2			chr1:40392821-40392974|Promoter			
chr1:41627095-41627797|Promoter	chr1:41585306-41628816|-|AC119676.1	chr1:41638755-41640466|Enhancer,chr1:41613969-41614935|Enhancer				chr1:41613969-41614935|Enhancer	
chr1:41920017-41920294|Promoter	chr1:41506365-41918922|-|HIVEP3	chr1:41921426-41921495|Enhancer					
chr1:43707983-43708265|Promoter	chr1:43707497-43931165|+|ST3GAL3			chr1:43709212-43709610|Promoter			
chr1:43709212-43709610|Promoter	chr1:43707497-43931165|+|ST3GAL3			chr1:43707983-43708265|Promoter			
chr1:44721290-44722178|Promoter	chr1:44721786-44721902|-|RNU5F-1			chr1:44807506-44807507|Promoter,chr1:44780529-44782794|Promoter			
chr1:44729338-44729425|Promoter	chr1:44731055-44731170|-|RNU5D-1	chr1:44728130-44728301|Enhancer					
chr1:44780529-44782794|Promoter	chr1:44780331-44780715|-|RPS15AP11			chr1:44721290-44722178|Promoter	chr1:44807506-44807507|Promoter		
chr1:44807506-44807507|Promoter	chr1:44805913-44806675|-|TCTEX1D4			chr1:44721290-44722178|Promoter	chr1:44780529-44782794|Promoter		
chr1:45325780-45327091|Promoter	chr1:45326905-45328533|+|HPDL			chr1:45339523-45340549|Promoter			
chr1:45339523-45340549|Promoter	chr1:45340170-45343973|+|TOE1,chr1:45329163-45340470|-|MUTYH			chr1:45325780-45327091|Promoter			
chr1:45491064-45491217|Promoter	chr1:45343883-45491163|-|TESK2			chr1:45492255-45492384|Promoter			
chr1:45492255-45492384|Promoter	chr1:45343883-45491163|-|TESK2			chr1:45491064-45491217|Promoter			
chr1:45591261-45591607|Promoter	chr1:45592722-45592814|-|AL355480.2	chr1:45589906-45590127|Enhancer					
chr1:46339367-46339736|Promoter	chr1:46340177-46362192|+|NSUN4			chr1:46340569-46340757|Promoter			
chr1:46340569-46340757|Promoter	chr1:46340177-46362192|+|NSUN4			chr1:46339367-46339736|Promoter			
chr1:47997716-47998035|Promoter	chr1:47760528-47997385|-|TRABD2B	chr1:47999247-47999594|Enhancer					
chr1:49024568-49024862|Promoter	chr1:49025595-49187585|+|AC099788.1			chr1:49025648-49026122|Promoter			
chr1:49025648-49026122|Promoter	chr1:49025595-49187585|+|AC099788.1			chr1:49024568-49024862|Promoter			
chr1:51160426-51160428|Promoter	chr1:51157788-51158471|-|CFL1P2	chr1:209636104-209636111|Enhancer					
chr1:52551550-52552313|Promoter	chr1:52423275-52553100|-|TUT4	chr1:52520271-52520433|Enhancer					
chr1:52574375-52574862|Promoter	chr1:52573114-52573816|+|EEF1GP7	chr1:52575474-52575899|Enhancer					
chr1:53326232-53326239|Promoter	chr1:53242364-53328054|-|LRP8	chr1:53339076-53339078|Enhancer					
chr1:53890084-53890526|Promoter	chr1:53851733-53889797|-|YIPF1			chr1:53894073-53894246|Promoter			
chr1:53894073-53894246|Promoter	chr1:53894187-53911086|+|DIO1			chr1:53890084-53890526|Promoter			
chr1:53943934-53944450|Promoter	chr1:53916574-53945929|-|HSPB11	chr1:53942812-53942969|Enhancer					
chr1:54791680-54795029|Promoter	chr1:54792885-54794905|+|AC096536.1	chr1:54798855-54799312|Enhancer					
chr1:55374432-55374632|Promoter	chr1:55372710-55373316|-|MTCO2P34			chr1:55375774-55375855|Promoter			
chr1:55375774-55375855|Promoter	chr1:55376526-55376852|-|RN7SKP291			chr1:55374432-55374632|Promoter			
chr1:62597699-62597701|Promoter	chr1:62597487-62606159|+|ANGPTL3			chr1:62598921-62598923|Promoter			
chr1:62598921-62598923|Promoter	chr1:62597487-62606159|+|ANGPTL3			chr1:62597699-62597701|Promoter			
chr1:62904996-62905159|Promoter	chr1:62905180-62905482|+|AC099794.2			chr1:62906011-62906885|Promoter			
chr1:62906011-62906885|Promoter	chr1:62905180-62905482|+|AC099794.2			chr1:62904996-62905159|Promoter			
chr1:63523402-63523576|Promoter	chr1:63523525-63572693|+|EFCAB7			chr1:63524819-63524866|Promoter			
chr1:63524819-63524866|Promoter	chr1:63523525-63572693|+|EFCAB7			chr1:63523402-63523576|Promoter			
chr1:64917154-64918178|Promoter	chr1:64918443-64918683|+|AL606517.2	chr1:64920976-64921327|Enhancer					
chr1:65421532-65421814|Promoter	chr1:65420652-65641559|+|LEPR	chr1:65423639-65424091|Enhancer					
chr1:67194568-67195546|Promoter	chr1:67196140-67196243|+|RNU6-586P	chr1:67190814-67191660|Enhancer	chr1:67166191-67166514|Enhancer,chr1:67212343-67213395|Enhancer,chr1:67159003-67160106|Enhancer,chr1:67162747-67163380|Enhancer,chr1:67171373-67171461|Enhancer,chr1:67172592-67176172|Enhancer,chr1:67171622-67172387|Enhancer,chr1:67188277-67190706|Enhancer				chr1:67172592-67176172|Enhancer
chr1:67430279-67430656|Promoter	chr1:67407810-67430415|-|SERBP1	chr1:67339621-67340568|Enhancer	chr1:67309038-67310776|Enhancer,chr1:67286081-67286776|Enhancer,chr1:67289549-67289744|Enhancer,chr1:67274405-67275475|Enhancer,chr1:67294514-67295465|Enhancer,chr1:67313038-67313979|Enhancer,chr1:67335557-67335770|Enhancer,chr1:67322800-67323752|Enhancer,chr1:67347841-67348432|Enhancer,chr1:67332074-67333741|Enhancer,chr1:67303213-67304954|Enhancer,chr1:67281105-67281536|Enhancer,chr1:67327875-67328373|Enhancer				chr1:67274405-67275475|Enhancer
chr1:67683873-67684445|Promoter	chr1:67685201-67688334|+|GADD45A	chr1:67682686-67683031|Enhancer					
chr1:71081309-71081539|Promoter	chr1:71081324-71489976|+|ZRANB2-AS2	chr1:71084158-71084642|Enhancer					
chr1:75786192-75786322|Promoter	chr1:75786231-75795086|+|RABGGTB			chr1:75791176-75791344|Promoter			
chr1:75790813-75790846|Promoter	chr1:75789477-75789548|+|SNORD45B			chr1:75797292-75797297|Promoter			
chr1:75791176-75791344|Promoter	chr1:75789477-75789548|+|SNORD45B			chr1:75786192-75786322|Promoter			
chr1:75797292-75797297|Promoter	chr1:75796882-75913242|+|MSH4			chr1:75790813-75790846|Promoter			
chr1:77068805-77069620|Promoter	chr1:77067920-77078482|+|AL035409.1	chr1:77071150-77071640|Enhancer					
chr1:77978199-77978860|Promoter	chr1:77948405-77979092|-|FUBP1	chr1:77975282-77975706|Enhancer					
chr1:77979077-77979197|Promoter	chr1:77948405-77979092|-|FUBP1	chr1:77961562-77961696|Enhancer					
chr1:78004904-78004920|Promoter	chr1:78004939-78017964|+|DNAJB4	chr1:78040718-78040859|Enhancer					
chr1:79322844-79322848|Promoter	chr1:79323769-79324863|+|AL353651.1	chr1:79309560-79309562|Enhancer					
chr1:7943574-7943575|Promoter	chr1:7915894-7943165|-|TNFRSF9	chr1:7948694-7948701|Enhancer					
chr1:85199904-85200476|Promoter	chr1:85156889-85201016|-|SYDE2	chr1:85193471-85193991|Enhancer					
chr1:85259637-85260013|Promoter	chr1:85249953-85259662|-|C1orf52	chr1:85262203-85263200|Enhancer	chr1:85269398-85270051|Enhancer,chr1:85298004-85299256|Enhancer,chr1:85299656-85300469|Enhancer,chr1:85289651-85290441|Enhancer,chr1:85294610-85295078|Enhancer	chr1:85275262-85275935|Promoter			chr1:85298004-85299256|Enhancer
chr1:85275262-85275935|Promoter	chr1:85276715-85399963|+|AL078459.1	chr1:85269398-85270051|Enhancer,chr1:85298004-85299256|Enhancer	chr1:85289651-85290441|Enhancer,chr1:85299656-85300469|Enhancer,chr1:85262203-85263200|Enhancer,chr1:85294610-85295078|Enhancer	chr1:85259637-85260013|Promoter		chr1:85298004-85299256|Enhancer	chr1:85289651-85290441|Enhancer
chr1:85581450-85581681|Promoter	chr1:85580761-85583950|+|CCN1	chr1:85582590-85584258|Enhancer					
chr1:8867135-8867443|Promoter	chr1:8866502-8866590|-|MIR6728	chr1:8868306-8869371|Enhancer	chr1:8901526-8902106|Enhancer,chr1:8899819-8900255|Enhancer,chr1:8871376-8871570|Enhancer,chr1:8873542-8873865|Enhancer		chr1:8881473-8881676|Promoter,chr1:8880160-8880544|Promoter		chr1:8873542-8873865|Enhancer
chr1:8880160-8880544|Promoter	chr1:8861000-8879250|-|ENO1	chr1:8899819-8900255|Enhancer	chr1:8901526-8902106|Enhancer,chr1:8873542-8873865|Enhancer,chr1:8868306-8869371|Enhancer,chr1:8871376-8871570|Enhancer	chr1:8881473-8881676|Promoter	chr1:8867135-8867443|Promoter		chr1:8873542-8873865|Enhancer
chr1:8881473-8881676|Promoter	chr1:8883427-8883533|-|RNU6-304P		chr1:8901526-8902106|Enhancer,chr1:8899819-8900255|Enhancer,chr1:8873542-8873865|Enhancer,chr1:8871376-8871570|Enhancer,chr1:8868306-8869371|Enhancer	chr1:8880160-8880544|Promoter	chr1:8867135-8867443|Promoter		chr1:8873542-8873865|Enhancer
chr1:89104381-89105115|Promoter	chr1:89104285-89104767|-|PTGES3P1	chr1:89273269-89274922|Enhancer	chr1:89299606-89300375|Enhancer,chr1:89298207-89298751|Enhancer,chr1:89277756-89277931|Enhancer,chr1:89295116-89296345|Enhancer,chr1:89288083-89288264|Enhancer,chr1:89309753-89310044|Enhancer		chr1:89269990-89272216|Promoter		chr1:89299606-89300375|Enhancer
chr1:89197317-89197518|Promoter	chr1:89198714-89207040|+|AC099063.4	chr1:89195533-89195779|Enhancer					
chr1:89269990-89272216|Promoter	chr1:89260582-89270863|-|GBP5	chr1:89299606-89300375|Enhancer	chr1:89298207-89298751|Enhancer,chr1:89277756-89277931|Enhancer,chr1:89273269-89274922|Enhancer,chr1:89295116-89296345|Enhancer,chr1:89288083-89288264|Enhancer,chr1:89309753-89310044|Enhancer		chr1:89104381-89105115|Promoter		chr1:89273269-89274922|Enhancer
chr1:89362666-89363608|Promoter	chr1:89364058-89386461|+|GBP6	chr1:89358420-89358838|Enhancer,chr1:89360222-89360541|Enhancer				chr1:89360222-89360541|Enhancer	
chr1:89523540-89524848|Promoter	chr1:89524854-89597864|+|LRRC8B	chr1:89544715-89546279|Enhancer,chr1:89547087-89548284|Enhancer	chr1:89538355-89538629|Enhancer,chr1:89544067-89544284|Enhancer,chr1:89731620-89731770|Enhancer,chr1:89602979-89604266|Enhancer,chr1:89540374-89540614|Enhancer,chr1:89537006-89537271|Enhancer,chr1:89528021-89529760|Enhancer,chr1:89724217-89725244|Enhancer,chr1:89719785-89719878|Enhancer,chr1:89657688-89659493|Enhancer,chr1:89635308-89636385|Enhancer,chr1:89721220-89721731|Enhancer,chr1:89607999-89609617|Enhancer,chr1:89542690-89542943|Enhancer,chr1:89762335-89763996|Enhancer,chr1:89541781-89542371|Enhancer		chr1:89629324-89631417|Promoter	chr1:89544715-89546279|Enhancer	chr1:89607999-89609617|Enhancer
chr1:89629324-89631417|Promoter	chr1:89629725-89676386|+|AC093423.2	chr1:89602979-89604266|Enhancer	chr1:89544715-89546279|Enhancer,chr1:89538355-89538629|Enhancer,chr1:89544067-89544284|Enhancer,chr1:89731620-89731770|Enhancer,chr1:89547087-89548284|Enhancer,chr1:89762335-89763996|Enhancer,chr1:89724217-89725244|Enhancer,chr1:89537006-89537271|Enhancer,chr1:89528021-89529760|Enhancer,chr1:89719785-89719878|Enhancer,chr1:89657688-89659493|Enhancer,chr1:89540374-89540614|Enhancer,chr1:89635308-89636385|Enhancer,chr1:89721220-89721731|Enhancer,chr1:89607999-89609617|Enhancer,chr1:89542690-89542943|Enhancer,chr1:89541781-89542371|Enhancer		chr1:89523540-89524848|Promoter		chr1:89544715-89546279|Enhancer
chr1:92114017-92114220|Promoter	chr1:92114803-92115796|-|GAPDHP46	chr1:92112137-92112458|Enhancer					
chr1:92485539-92489900|Promoter	chr1:92473043-92486925|-|GFI1	chr1:92583136-92584946|Enhancer,chr1:92535891-92539076|Enhancer,chr1:92501480-92503515|Enhancer	chr1:92577229-92578274|Enhancer,chr1:92585901-92586204|Enhancer,chr1:92587379-92587802|Enhancer			chr1:92583136-92584946|Enhancer	chr1:92587379-92587802|Enhancer
chr1:9294544-9295177|Promoter	chr1:9292894-9369532|+|SPSB1	chr1:9315425-9315794|Enhancer					
chr1:92962607-92962848|Promoter	chr1:92832737-92961522|-|DIPK1A	chr1:92966476-92966655|Enhancer					
chr1:93179499-93179819|Promoter	chr1:93179919-93278607|+|CCDC18	chr1:93176703-93176976|Enhancer					
chr1:93447070-93447074|Promoter	chr1:93448131-93554661|+|FNBP1L	chr1:92981440-92981441|Enhancer					
chr1:94417300-94418789|Promoter	chr1:94418389-94518663|+|ABCD3	chr1:94426390-94428247|Enhancer					
